n	Session	wfm.seconds.Elapsed	wfm.mac_addr.Mac	wfm.mac_addr.Essid	wfm.mac_addr.Frequency	wfm.mac_addr.Auth	wfm.mac_addr.Extra	wfm.snr
1	4608	1411812106	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
2	4608	1411812106	0015c72a5e20	eduroam	2412	WPA-Enterprise		-78
3	4608	1411812106	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
4	4608	1411812109	0c85253285c1	UPorto	2437	Open		-91
5	4608	1411812109	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
6	4608	1411812109	0c85253285c0	eduroam	2437	WPA-Enterprise		-88
7	4608	1411812109	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
8	4608	1411812109	0015c72a5e21	feup.conferencias	2412	Open		-88
9	4608	1411812111	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
10	4608	1411812111	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
11	4608	1411812111	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-88
12	4608	1411812111	0015c72a5e21	feup.conferencias	2412	Open		-88
13	4608	1411812111	0c85253285c1	UPorto	2437	Open		-91
14	4608	1411812111	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
15	4608	1411812114	0015c72a5e20	eduroam	2412	WPA-Enterprise		-89
16	4608	1411812114	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-87
17	4608	1411812114	0c85253285c0	eduroam	2437	WPA-Enterprise		-84
18	4608	1411812114	0015c72a5e21	feup.conferencias	2412	Open		-84
19	4608	1411812114	0c85253285c1	UPorto	2437	Open		-91
20	4608	1411812114	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
21	4608	1411812116	0015c72a5e21	feup.conferencias	2412	Open		-76
22	4608	1411812116	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
23	4608	1411812116	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
24	4608	1411812116	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
25	4608	1411812116	0c85253285c1	UPorto	2437	Open		-85
26	4608	1411812116	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-90
27	4608	1411812116	0017dfa89dc1	UPorto	2462	Open		-90
28	4608	1411812116	0015c72abd81	UPorto	2462	Open		-90
29	4608	1411812118	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
30	4608	1411812118	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
31	4608	1411812118	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
32	4608	1411812118	0015c72a5e21	feup.conferencias	2412	Open		-77
33	4608	1411812118	0c85253285c1	UPorto	2437	Open		-85
34	4608	1411812118	0017dfa89dc1	UPorto	2462	Open		-90
35	4608	1411812118	0015c72abd81	UPorto	2462	Open		-90
36	4608	1411812118	0015c72abd80	eduroam	2462	WPA-Enterprise		-89
37	4608	1411812118	001daac3ad18	SERVICO_CLIENTE	2437	Open		-88
38	4608	1411812121	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
39	4608	1411812121	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
40	4608	1411812121	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
41	4608	1411812121	0015c72a5e21	feup.conferencias	2412	Open		-77
42	4608	1411812121	0c85253285c1	UPorto	2437	Open		-85
43	4608	1411812121	0017dfa89dc1	UPorto	2462	Open		-90
44	4608	1411812121	0015c72abd81	UPorto	2462	Open		-90
45	4608	1411812121	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
46	4608	1411812121	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
47	4608	1411812123	0015c72a5e21	feup.conferencias	2412	Open		-76
48	4608	1411812123	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
49	4608	1411812123	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
50	4608	1411812123	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
51	4608	1411812123	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
52	4608	1411812123	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
53	4608	1411812126	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
54	4608	1411812126	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
55	4608	1411812126	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
56	4608	1411812126	0015c72a5e21	feup.conferencias	2412	Open		-76
57	4608	1411812126	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
58	4608	1411812126	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
59	4608	1411812128	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
60	4608	1411812128	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
61	4608	1411812128	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
62	4608	1411812128	0015c72a5e21	feup.conferencias	2412	Open		-76
63	4608	1411812128	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-82
64	4608	1411812128	0015c72abd81	UPorto	2462	Open		-88
65	4608	1411812130	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
66	4608	1411812130	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
67	4608	1411812130	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
68	4608	1411812130	0015c72a5e21	feup.conferencias	2412	Open		-76
69	4608	1411812130	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-82
70	4608	1411812130	0015c72abd81	UPorto	2462	Open		-88
71	4608	1411812133	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
72	4608	1411812133	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
73	4608	1411812133	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
74	4608	1411812133	0015c72a5e21	feup.conferencias	2412	Open		-76
75	4608	1411812133	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-82
76	4608	1411812133	0015c72abd81	UPorto	2462	Open		-88
77	4608	1411812134	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
78	4608	1411812134	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
79	4608	1411812134	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
80	4608	1411812134	0015c72a5e21	feup.conferencias	2412	Open		-76
81	4608	1411812134	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-82
82	4608	1411812134	0015c72abd81	UPorto	2462	Open		-88
83	4608	1411812135	0015c72a5e20	eduroam	2412	WPA-Enterprise		-81
84	4608	1411812135	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
85	4608	1411812135	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
86	4608	1411812135	0015c72a5e21	feup.conferencias	2412	Open		-81
87	4608	1411812135	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-85
88	4608	1411812135	0015c72abd81	UPorto	2462	Open		-87
89	4608	1411812135	0c85253285c1	UPorto	2437	Open		-84
90	4608	1411812135	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
91	4608	1411812137	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
92	4608	1411812137	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
93	4608	1411812137	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
94	4608	1411812137	0015c72a5e21	feup.conferencias	2412	Open		-76
95	4608	1411812137	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-84
96	4608	1411812137	0015c72abd81	UPorto	2462	Open		-90
97	4608	1411812137	0c85253285c1	UPorto	2437	Open		-84
98	4608	1411812137	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
99	4608	1411812137	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
100	4608	1411812139	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
101	4608	1411812139	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
102	4608	1411812139	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
103	4608	1411812139	0015c72a5e21	feup.conferencias	2412	Open		-76
104	4608	1411812139	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-87
105	4608	1411812139	0015c72abd81	UPorto	2462	Open		-88
106	4608	1411812139	0c85253285c1	UPorto	2437	Open		-84
107	4608	1411812139	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
108	4608	1411812142	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
109	4608	1411812142	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
110	4608	1411812142	0015c72a5e21	feup.conferencias	2412	Open		-82
111	4608	1411812142	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-83
112	4608	1411812142	0015c72abd81	UPorto	2462	Open		-88
113	4608	1411812142	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
114	4608	1411812142	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
115	4608	1411812144	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
116	4608	1411812144	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
117	4608	1411812144	0015c72a5e21	feup.conferencias	2412	Open		-77
118	4608	1411812144	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-83
119	4608	1411812144	0015c72abd81	UPorto	2462	Open		-88
120	4608	1411812144	0015c72abd80	eduroam	2462	WPA-Enterprise		-88
121	4608	1411812144	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
122	4608	1411812144	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
123	4608	1411812144	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
124	4608	1411812145	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
125	4608	1411812145	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
126	4608	1411812145	0015c72a5e21	feup.conferencias	2412	Open		-76
127	4608	1411812145	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-83
128	4608	1411812145	0015c72abd81	UPorto	2462	Open		-87
129	4608	1411812145	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
130	4608	1411812145	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
131	4608	1411812145	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
132	4608	1411812145	0c85253285c1	UPorto	2437	Open		-85
133	4608	1411812147	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
134	4608	1411812147	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
135	4608	1411812147	0015c72a5e21	feup.conferencias	2412	Open		-77
136	4608	1411812147	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-83
137	4608	1411812147	0015c72abd81	UPorto	2462	Open		-87
138	4608	1411812147	001daac3ad18	SERVICO_CLIENTE	2437	Open		-90
139	4608	1411812147	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
140	4608	1411812147	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
141	4608	1411812147	0c85253285c1	UPorto	2437	Open		-85
142	4608	1411812150	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
143	4608	1411812150	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
144	4608	1411812150	0015c72a5e21	feup.conferencias	2412	Open		-77
145	4608	1411812150	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-89
146	4608	1411812150	0015c72abd81	UPorto	2462	Open		-87
147	4608	1411812150	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
148	4608	1411812150	0c85253285c1	UPorto	2437	Open		-87
149	4608	1411812152	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
150	4608	1411812152	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
151	4608	1411812152	0015c72a5e21	feup.conferencias	2412	Open		-77
152	4608	1411812152	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-89
153	4608	1411812152	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
154	4608	1411812152	0c85253285c1	UPorto	2437	Open		-87
155	4608	1411812152	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
156	4608	1411812155	0015c72a5e20	eduroam	2412	WPA-Enterprise		-82
157	4608	1411812155	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-82
158	4608	1411812155	0015c72a5e21	feup.conferencias	2412	Open		-82
159	4608	1411812155	d4ca6db08bed	'STCP | PortoDigital'	2437	Open		-89
160	4608	1411812155	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
161	4608	1411812155	0c85253285c1	UPorto	2437	Open		-87
162	4608	1411812155	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
163	4608	1411812158	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
164	4608	1411812158	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
165	4608	1411812158	0015c72a5e21	feup.conferencias	2412	Open		-83
166	4608	1411812158	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
167	4608	1411812158	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
168	4608	1411812161	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
169	4608	1411812161	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
170	4608	1411812161	0015c72a5e21	feup.conferencias	2412	Open		-77
171	4608	1411812161	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
172	4608	1411812161	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
173	4608	1411812163	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
174	4608	1411812163	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
175	4608	1411812163	0015c72a5e21	feup.conferencias	2412	Open		-77
176	4608	1411812163	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
177	4608	1411812163	0017dfa89dc0	eduroam	2462	WPA-Enterprise		-91
178	4608	1411812163	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
179	4608	1411812166	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
180	4608	1411812166	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
181	4608	1411812166	0015c72a5e21	feup.conferencias	2412	Open		-83
182	4608	1411812166	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
183	4608	1411812166	0017dfa89dc0	eduroam	2462	WPA-Enterprise		-91
184	4608	1411812166	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
185	4608	1411812168	0015c72a5e20	eduroam	2412	WPA-Enterprise		-78
186	4608	1411812168	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
187	4608	1411812168	0015c72a5e21	feup.conferencias	2412	Open		-77
188	4608	1411812168	0017dfa89dc0	eduroam	2462	WPA-Enterprise		-91
189	4608	1411812168	001daac3ad18	SERVICO_CLIENTE	2437	Open		-89
190	4608	1411812171	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
191	4608	1411812171	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
192	4608	1411812171	0015c72a5e21	feup.conferencias	2412	Open		-77
193	4608	1411812171	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
194	4608	1411812174	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
195	4608	1411812174	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
196	4608	1411812174	0015c72a5e21	feup.conferencias	2412	Open		-77
197	4608	1411812174	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
198	4608	1411812174	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
199	4608	1411812176	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
200	4608	1411812176	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
201	4608	1411812176	0015c72a5e21	feup.conferencias	2412	Open		-77
202	4608	1411812176	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
203	4608	1411812176	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
204	4608	1411812176	0c85253285c1	UPorto	2437	Open		-86
205	4608	1411812179	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
206	4608	1411812179	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
207	4608	1411812179	0015c72a5e21	feup.conferencias	2412	Open		-77
208	4608	1411812179	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
209	4608	1411812179	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
210	4608	1411812179	0c85253285c1	UPorto	2437	Open		-86
211	4608	1411812179	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
212	4608	1411812181	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
213	4608	1411812181	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
214	4608	1411812181	0015c72a5e21	feup.conferencias	2412	Open		-77
215	4608	1411812181	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
216	4608	1411812181	0c85253285c1	UPorto	2437	Open		-86
217	4608	1411812181	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
218	4608	1411812184	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
219	4608	1411812184	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
220	4608	1411812184	0015c72a5e21	feup.conferencias	2412	Open		-76
221	4608	1411812184	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
222	4608	1411812186	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
223	4608	1411812186	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
224	4608	1411812186	0015c72a5e21	feup.conferencias	2412	Open		-77
225	4608	1411812186	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
226	4608	1411812189	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
227	4608	1411812189	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
228	4608	1411812189	0015c72a5e21	feup.conferencias	2412	Open		-82
229	4608	1411812189	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
230	4608	1411812192	0015c72a5e20	eduroam	2412	WPA-Enterprise		-81
231	4608	1411812192	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-81
232	4608	1411812192	0015c72a5e21	feup.conferencias	2412	Open		-83
233	4608	1411812192	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
234	4608	1411812195	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
235	4608	1411812195	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-85
236	4608	1411812195	0015c72a5e21	feup.conferencias	2412	Open		-77
237	4608	1411812195	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
238	4608	1411812195	0c85253285c1	UPorto	2437	Open		-85
239	4608	1411812198	0015c72a5e20	eduroam	2412	WPA-Enterprise		-82
240	4608	1411812198	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
241	4608	1411812198	0015c72a5e21	feup.conferencias	2412	Open		-82
242	4608	1411812198	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
243	4608	1411812198	0c85253285c1	UPorto	2437	Open		-85
244	4608	1411812200	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
245	4608	1411812200	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
246	4608	1411812200	0015c72a5e21	feup.conferencias	2412	Open		-77
247	4608	1411812200	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
248	4608	1411812200	0c85253285c1	UPorto	2437	Open		-85
249	4608	1411812200	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
250	4608	1411812203	0015c72a5e20	eduroam	2412	WPA-Enterprise		-79
251	4608	1411812203	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
252	4608	1411812203	0015c72a5e21	feup.conferencias	2412	Open		-79
253	4608	1411812203	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
254	4608	1411812203	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
255	4608	1411812206	0015c72a5e20	eduroam	2412	WPA-Enterprise		-83
256	4608	1411812206	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
257	4608	1411812206	0015c72a5e21	feup.conferencias	2412	Open		-83
258	4608	1411812206	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-84
259	4608	1411812209	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
260	4608	1411812209	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
261	4608	1411812209	0015c72a5e21	feup.conferencias	2412	Open		-77
262	4608	1411812209	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
263	4608	1411812211	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
264	4608	1411812211	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
265	4608	1411812211	0015c72a5e21	feup.conferencias	2412	Open		-77
266	4608	1411812211	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
267	4608	1411812211	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
268	4608	1411812214	0015c72a5e20	eduroam	2412	WPA-Enterprise		-76
269	4608	1411812214	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
270	4608	1411812214	0015c72a5e21	feup.conferencias	2412	Open		-82
271	4608	1411812214	08cc68664451	UPorto	2437	Open	{"frequency": 2437, "capabilities": "[ESS]"}	-85
272	4608	1411812214	0c85253285c0	eduroam	2437	WPA-Enterprise		-86
273	4608	1411812214	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
274	4608	1411812217	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
275	4608	1411812217	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
276	4608	1411812217	0015c72a5e21	feup.conferencias	2412	Open		-77
277	4608	1411812217	001daac3ad18	SERVICO_CLIENTE	2437	Open		-91
278	4608	1411812221	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
279	4608	1411812221	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
280	4608	1411812221	0015c72a5e21	feup.conferencias	2412	Open		-77
281	4608	1411812224	0015c72a5e20	eduroam	2412	WPA-Enterprise		-84
282	4608	1411812224	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
283	4608	1411812224	0015c72a5e21	feup.conferencias	2412	Open		-83
284	4608	1411812224	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
285	4608	1411812227	0015c72a5e20	eduroam	2412	WPA-Enterprise		-77
286	4608	1411812227	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
287	4608	1411812227	0015c72a5e21	feup.conferencias	2412	Open		-77
288	4608	1411812227	0c85253285c0	eduroam	2437	WPA-Enterprise		-87
289	4608	1411812229	0015c72a5e20	eduroam	2412	WPA-Enterprise		-78
290	4608	1411812229	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
291	4608	1411812229	0015c72a5e21	feup.conferencias	2412	Open		-85
292	4608	1411812229	0c85253285c0	eduroam	2437	WPA-Enterprise		-84
293	4608	1411812232	0015c72a5e20	eduroam	2412	WPA-Enterprise		-78
294	4608	1411812232	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-84
295	4608	1411812232	0015c72a5e21	feup.conferencias	2412	Open		-77
296	4608	1411812232	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
297	4608	1411812235	0015c72a5e20	eduroam	2412	WPA-Enterprise		-78
298	4608	1411812235	08cc68664450	eduroam	2437	WPA-Enterprise	{"frequency": 2437, "capabilities": "[WPA2-EAP-CCMP][ESS]"}	-83
299	4608	1411812235	0015c72a5e21	feup.conferencias	2412	Open		-78
300	4608	1411812235	0c85253285c0	eduroam	2437	WPA-Enterprise		-85
301	4608	1411812238	0015c72a5e20	eduroam	2412	WPA-Enterprise		-84
